OrderID,ProductID,ProductName,Category,QuantitySold,SellingPrice,DateOfSale,CustomerID,CustomerName,ContactEmail,PhoneNumber,DeliveryAddress,DeliveryDate,DeliveryStatus,Platform,CouponUsed,ReturnWindow
FLI-695915,PID-8354,Phone,Fashion,6,439.59,2023-10-03,CUST-7881,Jane,customer754@example.com,+91-7742681381,"232 Street, City-30, State-27",2023-10-07,Cancelled,Flipkart,FALSE,22
FLI-280459,PID-1739,Book,Electronics,1,465.87,2023-10-04,CUST-2662,John,customer335@example.com,+91-9734505773,"312 Street, City-68, State-14",2023-10-08,Cancelled,Flipkart,TRUE,15
FLI-791744,PID-2865,Shoes,Books,8,107.93,2023-10-05,CUST-3655,Alex,customer701@example.com,+91-9478426020,"206 Street, City-61, State-17",2023-10-09,Delivered,Flipkart,TRUE,14
FLI-994580,PID-9075,Watch,Electronics,10,543.87,2023-10-06,CUST-8867,Taylor,customer457@example.com,+91-9875033220,"403 Street, City-23, State-20",2023-10-10,Cancelled,Flipkart,FALSE,14
FLI-688076,PID-6025,Phone,Electronics,6,470.35,2023-10-07,CUST-9891,Taylor,customer253@example.com,+91-9263022404,"307 Street, City-23, State-25",2023-10-11,Cancelled,Flipkart,FALSE,7
FLI-270601,PID-1177,Book,Books,8,680.13,2023-10-08,CUST-2291,Alex,customer574@example.com,+91-8963456764,"44 Street, City-63, State-21",2023-10-12,Delivered,Flipkart,TRUE,20
FLI-705085,PID-9777,Headphones,Electronics,2,322.56,2023-10-09,CUST-9260,John,customer528@example.com,+91-8519840632,"97 Street, City-98, State-11",2023-10-13,Delivered,Flipkart,FALSE,10
FLI-846269,PID-2274,Laptop,Accessories,10,775.31,2023-10-10,CUST-6569,Taylor,customer358@example.com,+91-8074594684,"474 Street, City-52, State-17",2023-10-14,In Transit,Flipkart,TRUE,25
FLI-169732,PID-5051,Watch,Books,3,369.46,2023-10-11,CUST-7637,Taylor,customer195@example.com,+91-9169719395,"179 Street, City-78, State-2",2023-10-15,Delivered,Flipkart,FALSE,17
FLI-235860,PID-1141,Phone,Accessories,2,798.06,2023-10-12,CUST-7295,Chris,customer223@example.com,+91-7869242797,"255 Street, City-85, State-8",2023-10-16,Delivered,Flipkart,FALSE,23
FLI-282083,PID-8979,Shoes,Electronics,7,147.72,2023-10-13,CUST-4042,Jane,customer511@example.com,+91-8462728775,"246 Street, City-49, State-17",2023-10-17,Cancelled,Flipkart,FALSE,24
FLI-554507,PID-9699,Laptop,Fashion,1,868.68,2023-10-14,CUST-8358,Jane,customer405@example.com,+91-8854478215,"206 Street, City-99, State-18",2023-10-18,In Transit,Flipkart,TRUE,28
FLI-186679,PID-8188,Book,Accessories,3,267.73,2023-10-15,CUST-3933,Jane,customer940@example.com,+91-8330329971,"199 Street, City-57, State-12",2023-10-19,Delivered,Flipkart,FALSE,14
FLI-957760,PID-4188,Book,Electronics,6,153.62,2023-10-16,CUST-7459,John,customer517@example.com,+91-9882775821,"239 Street, City-51, State-5",2023-10-20,In Transit,Flipkart,FALSE,8
FLI-506579,PID-5914,Book,Books,2,729.68,2023-10-17,CUST-5009,Taylor,customer104@example.com,+91-7371827803,"470 Street, City-9, State-23",2023-10-21,Delivered,Flipkart,TRUE,10
FLI-151463,PID-8889,Headphones,Books,7,458.98,2023-10-18,CUST-1537,Sam,customer188@example.com,+91-9976672006,"455 Street, City-74, State-16",2023-10-22,Delivered,Flipkart,TRUE,20
FLI-758824,PID-6764,Phone,Electronics,4,212.36,2023-10-19,CUST-1643,Taylor,customer26@example.com,+91-9596045399,"405 Street, City-89, State-21",2023-10-23,Delivered,Flipkart,FALSE,28
FLI-159245,PID-5374,Book,Electronics,7,876.38,2023-10-20,CUST-3646,Jane,customer508@example.com,+91-8070216514,"324 Street, City-82, State-23",2023-10-24,Delivered,Flipkart,TRUE,14
FLI-215024,PID-9549,Headphones,Fashion,7,851.26,2023-10-21,CUST-9475,Taylor,customer456@example.com,+91-9013430618,"228 Street, City-83, State-6",2023-10-25,In Transit,Flipkart,FALSE,24
FLI-463277,PID-3470,Headphones,Accessories,4,617.98,2023-10-22,CUST-8197,John,customer154@example.com,+91-9828809703,"352 Street, City-10, State-29",2023-10-26,Delivered,Flipkart,TRUE,24
FLI-983042,PID-6900,Laptop,Accessories,3,630.47,2023-10-23,CUST-8876,Chris,customer4@example.com,+91-8280882417,"298 Street, City-53, State-9",2023-10-27,Delivered,Flipkart,FALSE,13
FLI-173174,PID-2950,Shoes,Fashion,9,787.32,2023-10-24,CUST-4408,Sam,customer487@example.com,+91-8256757814,"321 Street, City-2, State-12",2023-10-28,Delivered,Flipkart,TRUE,30
FLI-540621,PID-9587,Watch,Fashion,4,341.34,2023-10-25,CUST-7545,Chris,customer891@example.com,+91-8958274130,"212 Street, City-9, State-13",2023-10-29,In Transit,Flipkart,FALSE,16
FLI-527906,PID-8206,Watch,Books,7,844.42,2023-10-26,CUST-2283,John,customer487@example.com,+91-8004520644,"477 Street, City-66, State-24",2023-10-30,Delivered,Flipkart,FALSE,16
FLI-259695,PID-1120,Book,Electronics,1,283.94,2023-10-27,CUST-8699,Sam,customer589@example.com,+91-7584552937,"270 Street, City-75, State-4",2023-10-31,Cancelled,Flipkart,TRUE,27
FLI-589843,PID-9730,Laptop,Electronics,9,706.66,2023-10-28,CUST-8073,Jane,customer54@example.com,+91-9655755162,"349 Street, City-74, State-14",2023-11-01,Delivered,Flipkart,TRUE,8
FLI-747757,PID-2840,Headphones,Books,7,325.72,2023-10-29,CUST-7679,Taylor,customer453@example.com,+91-8174304063,"462 Street, City-65, State-26",2023-11-02,Delivered,Flipkart,TRUE,18
FLI-536371,PID-1314,Watch,Accessories,3,447.11,2023-10-30,CUST-4024,Alex,customer537@example.com,+91-8843776798,"133 Street, City-84, State-29",2023-11-03,Delivered,Flipkart,TRUE,8
FLI-645408,PID-6140,Headphones,Books,3,878.7,2023-10-31,CUST-9573,Alex,customer777@example.com,+91-7283770256,"123 Street, City-62, State-28",2023-11-04,Delivered,Flipkart,FALSE,22
FLI-544286,PID-7182,Book,Accessories,3,157.92,2023-11-01,CUST-2708,Jane,customer101@example.com,+91-8842429106,"57 Street, City-7, State-4",2023-11-05,Delivered,Flipkart,TRUE,9
FLI-512438,PID-2006,Laptop,Accessories,1,203.8,2023-11-02,CUST-6834,Chris,customer815@example.com,+91-8183839708,"383 Street, City-57, State-4",2023-11-06,In Transit,Flipkart,TRUE,26
FLI-283542,PID-2533,Phone,Fashion,1,312.59,2023-11-03,CUST-3114,Taylor,customer252@example.com,+91-7242411908,"399 Street, City-30, State-8",2023-11-07,Cancelled,Flipkart,TRUE,21
FLI-230888,PID-4067,Shoes,Fashion,9,726.33,2023-11-04,CUST-1106,Chris,customer833@example.com,+91-7270573497,"369 Street, City-85, State-6",2023-11-08,Cancelled,Flipkart,FALSE,18
FLI-909253,PID-5835,Laptop,Electronics,10,128.59,2023-11-05,CUST-2532,John,customer970@example.com,+91-9751639351,"9 Street, City-28, State-11",2023-11-09,Delivered,Flipkart,FALSE,24
FLI-213619,PID-2415,Book,Accessories,10,880.72,2023-11-06,CUST-7701,Sam,customer24@example.com,+91-7877010391,"233 Street, City-79, State-4",2023-11-10,Cancelled,Flipkart,TRUE,18
FLI-511057,PID-1938,Watch,Electronics,10,878.99,2023-11-07,CUST-5226,Jane,customer695@example.com,+91-8136673133,"302 Street, City-29, State-23",2023-11-11,Cancelled,Flipkart,FALSE,24
FLI-513428,PID-6334,Phone,Accessories,2,223.8,2023-11-08,CUST-1559,Jane,customer207@example.com,+91-8805492559,"85 Street, City-2, State-7",2023-11-12,Cancelled,Flipkart,FALSE,22
FLI-765802,PID-4258,Watch,Electronics,9,784.16,2023-11-09,CUST-1720,Sam,customer42@example.com,+91-8504770229,"261 Street, City-34, State-1",2023-11-13,Cancelled,Flipkart,TRUE,22
FLI-353041,PID-3707,Book,Fashion,5,551.26,2023-11-10,CUST-8504,Sam,customer911@example.com,+91-9152153140,"64 Street, City-51, State-9",2023-11-14,Cancelled,Flipkart,FALSE,15
FLI-363310,PID-2337,Watch,Electronics,9,863.47,2023-11-11,CUST-3350,Taylor,customer968@example.com,+91-8293831912,"312 Street, City-38, State-6",2023-11-15,Delivered,Flipkart,FALSE,15
FLI-415233,PID-8077,Headphones,Fashion,8,160.69,2023-11-12,CUST-9730,Sam,customer960@example.com,+91-8838753226,"280 Street, City-12, State-18",2023-11-16,Cancelled,Flipkart,FALSE,19
FLI-938559,PID-5103,Phone,Electronics,4,188.85,2023-11-13,CUST-9575,John,customer424@example.com,+91-7737740274,"51 Street, City-87, State-14",2023-11-17,Delivered,Flipkart,FALSE,25
FLI-893625,PID-9914,Headphones,Electronics,1,363.44,2023-11-14,CUST-6292,Jane,customer267@example.com,+91-8877326555,"281 Street, City-15, State-15",2023-11-18,In Transit,Flipkart,TRUE,12
FLI-211251,PID-8539,Shoes,Electronics,6,324.6,2023-11-15,CUST-8615,Jane,customer696@example.com,+91-7407967220,"490 Street, City-16, State-1",2023-11-19,Delivered,Flipkart,TRUE,16
FLI-293503,PID-8324,Phone,Accessories,10,989.56,2023-11-16,CUST-3961,Jane,customer761@example.com,+91-8839464766,"285 Street, City-83, State-26",2023-11-20,Cancelled,Flipkart,FALSE,11
FLI-644670,PID-3837,Shoes,Electronics,2,530.75,2023-11-17,CUST-5102,Jane,customer905@example.com,+91-7308770052,"323 Street, City-4, State-18",2023-11-21,In Transit,Flipkart,TRUE,30
FLI-151954,PID-6782,Headphones,Electronics,1,637.12,2023-11-18,CUST-7610,John,customer658@example.com,+91-8165075259,"263 Street, City-11, State-29",2023-11-22,Delivered,Flipkart,TRUE,27
FLI-788696,PID-3506,Headphones,Accessories,5,566.05,2023-11-19,CUST-1829,Alex,customer844@example.com,+91-7980290774,"3 Street, City-74, State-10",2023-11-23,In Transit,Flipkart,FALSE,29
FLI-225580,PID-8166,Headphones,Books,9,761.21,2023-11-20,CUST-3259,Sam,customer293@example.com,+91-9335811628,"382 Street, City-47, State-17",2023-11-24,In Transit,Flipkart,TRUE,16
FLI-454992,PID-9493,Laptop,Electronics,4,768.71,2023-11-21,CUST-1534,Taylor,customer785@example.com,+91-7669532020,"120 Street, City-8, State-20",2023-11-25,In Transit,Flipkart,TRUE,10
FLI-761664,PID-5087,Headphones,Fashion,10,450.21,2023-11-22,CUST-6350,Jane,customer182@example.com,+91-7171439239,"188 Street, City-74, State-8",2023-11-26,Delivered,Flipkart,TRUE,19
FLI-634932,PID-8609,Shoes,Books,3,285.29,2023-11-23,CUST-2622,Taylor,customer832@example.com,+91-9764619730,"179 Street, City-81, State-29",2023-11-27,Cancelled,Flipkart,FALSE,28
FLI-890648,PID-5992,Watch,Electronics,9,753.2,2023-11-24,CUST-5242,John,customer306@example.com,+91-7624410531,"356 Street, City-66, State-27",2023-11-28,Delivered,Flipkart,TRUE,14
FLI-510262,PID-8261,Phone,Books,7,815.59,2023-11-25,CUST-9816,Jane,customer606@example.com,+91-7391881461,"176 Street, City-22, State-8",2023-11-29,Cancelled,Flipkart,FALSE,13
FLI-764337,PID-1908,Shoes,Books,5,137.69,2023-11-26,CUST-8123,Chris,customer894@example.com,+91-8208285548,"143 Street, City-51, State-7",2023-11-30,Cancelled,Flipkart,FALSE,21
FLI-155962,PID-8159,Book,Fashion,8,411.29,2023-11-27,CUST-7771,John,customer389@example.com,+91-9888418788,"111 Street, City-73, State-11",2023-12-01,In Transit,Flipkart,FALSE,19
FLI-967496,PID-7570,Watch,Books,6,407.41,2023-11-28,CUST-6970,Jane,customer904@example.com,+91-8781011739,"398 Street, City-17, State-12",2023-12-02,Cancelled,Flipkart,TRUE,27
FLI-717241,PID-1232,Laptop,Accessories,9,838.08,2023-11-29,CUST-4270,Taylor,customer394@example.com,+91-9420674068,"321 Street, City-62, State-28",2023-12-03,Delivered,Flipkart,FALSE,26
FLI-609716,PID-2926,Headphones,Books,1,749.73,2023-11-30,CUST-2278,Sam,customer743@example.com,+91-9370919649,"290 Street, City-87, State-16",2023-12-04,Cancelled,Flipkart,TRUE,20
FLI-903030,PID-5368,Watch,Books,5,549.19,2023-12-01,CUST-1593,Alex,customer40@example.com,+91-8668643292,"315 Street, City-58, State-12",2023-12-05,In Transit,Flipkart,FALSE,30
FLI-569193,PID-4498,Phone,Fashion,7,185.16,2023-12-02,CUST-8611,John,customer271@example.com,+91-7575084944,"4 Street, City-62, State-22",2023-12-06,Delivered,Flipkart,TRUE,19
FLI-795418,PID-8520,Phone,Fashion,6,589.62,2023-12-03,CUST-9027,Jane,customer460@example.com,+91-7955718345,"77 Street, City-79, State-20",2023-12-07,Cancelled,Flipkart,FALSE,23
FLI-954227,PID-2892,Headphones,Books,7,106.04,2023-12-04,CUST-4826,Jane,customer830@example.com,+91-8271584065,"450 Street, City-2, State-28",2023-12-08,Cancelled,Flipkart,FALSE,11
FLI-519221,PID-6413,Book,Accessories,9,339.47,2023-12-05,CUST-6543,Chris,customer496@example.com,+91-7089584449,"247 Street, City-82, State-20",2023-12-09,Cancelled,Flipkart,TRUE,8
FLI-911609,PID-4115,Book,Electronics,9,227.36,2023-12-06,CUST-5603,Taylor,customer175@example.com,+91-8613963421,"72 Street, City-31, State-2",2023-12-10,In Transit,Flipkart,FALSE,12
FLI-637643,PID-1111,Phone,Fashion,6,964.68,2023-12-07,CUST-7693,Chris,customer279@example.com,+91-9671243440,"319 Street, City-71, State-2",2023-12-11,In Transit,Flipkart,TRUE,20
FLI-807881,PID-6014,Laptop,Books,4,692.98,2023-12-08,CUST-2683,Chris,customer968@example.com,+91-8147384629,"231 Street, City-57, State-18",2023-12-12,Delivered,Flipkart,FALSE,19
FLI-157837,PID-5859,Laptop,Fashion,3,627.76,2023-12-09,CUST-4128,Jane,customer67@example.com,+91-9937064604,"408 Street, City-95, State-24",2023-12-13,In Transit,Flipkart,FALSE,10
FLI-936896,PID-5374,Laptop,Fashion,1,399.53,2023-12-10,CUST-9577,Jane,customer204@example.com,+91-9950669918,"289 Street, City-4, State-2",2023-12-14,In Transit,Flipkart,TRUE,23
FLI-907458,PID-3595,Book,Books,5,104.27,2023-12-11,CUST-3688,Sam,customer456@example.com,+91-8119813629,"121 Street, City-25, State-20",2023-12-15,In Transit,Flipkart,TRUE,8
FLI-459221,PID-1315,Shoes,Books,1,422.72,2023-12-12,CUST-3560,Sam,customer309@example.com,+91-8903568458,"319 Street, City-78, State-4",2023-12-16,Delivered,Flipkart,TRUE,11
FLI-190970,PID-4666,Book,Books,10,722.8,2023-12-13,CUST-8177,John,customer161@example.com,+91-8405496902,"313 Street, City-9, State-4",2023-12-17,Cancelled,Flipkart,FALSE,15
FLI-383369,PID-8809,Book,Accessories,8,512.06,2023-12-14,CUST-5254,Taylor,customer238@example.com,+91-7977611976,"375 Street, City-80, State-13",2023-12-18,Cancelled,Flipkart,TRUE,17
FLI-680188,PID-9975,Laptop,Books,3,119.46,2023-12-15,CUST-2187,Jane,customer67@example.com,+91-9256199174,"340 Street, City-67, State-9",2023-12-19,Cancelled,Flipkart,FALSE,26
FLI-819446,PID-6544,Headphones,Books,4,532.25,2023-12-16,CUST-3885,Alex,customer579@example.com,+91-7562998207,"467 Street, City-59, State-18",2023-12-20,Cancelled,Flipkart,TRUE,16
FLI-731342,PID-7772,Book,Accessories,10,701.9,2023-12-17,CUST-8522,Chris,customer960@example.com,+91-7850118231,"86 Street, City-28, State-19",2023-12-21,In Transit,Flipkart,TRUE,22
FLI-537827,PID-4343,Book,Electronics,2,263.34,2023-12-18,CUST-1890,Sam,customer143@example.com,+91-8258383995,"190 Street, City-12, State-28",2023-12-22,In Transit,Flipkart,FALSE,16
FLI-180905,PID-7613,Headphones,Electronics,1,657.51,2023-12-19,CUST-3556,Jane,customer240@example.com,+91-9248127179,"228 Street, City-6, State-30",2023-12-23,In Transit,Flipkart,FALSE,12
FLI-943817,PID-1771,Headphones,Books,3,218.09,2023-12-20,CUST-7454,Jane,customer851@example.com,+91-9499013832,"170 Street, City-3, State-24",2023-12-24,Cancelled,Flipkart,FALSE,15
FLI-110908,PID-8638,Headphones,Electronics,7,854.76,2023-12-21,CUST-9378,Jane,customer379@example.com,+91-9303929066,"272 Street, City-4, State-26",2023-12-25,Delivered,Flipkart,FALSE,30
FLI-777466,PID-9492,Shoes,Books,3,671.35,2023-12-22,CUST-8453,Taylor,customer29@example.com,+91-8245474893,"402 Street, City-33, State-20",2023-12-26,Cancelled,Flipkart,FALSE,19
FLI-780790,PID-1867,Phone,Electronics,2,754.94,2023-12-23,CUST-9720,Alex,customer579@example.com,+91-8988863382,"364 Street, City-39, State-9",2023-12-27,In Transit,Flipkart,FALSE,19
FLI-979025,PID-3801,Headphones,Fashion,2,311.09,2023-12-24,CUST-3794,Taylor,customer15@example.com,+91-7437171195,"108 Street, City-20, State-13",2023-12-28,Delivered,Flipkart,TRUE,7
FLI-530635,PID-3586,Shoes,Accessories,10,243.01,2023-12-25,CUST-7051,Chris,customer89@example.com,+91-7734528651,"175 Street, City-57, State-29",2023-12-29,In Transit,Flipkart,TRUE,10
FLI-194640,PID-7959,Book,Books,4,343.29,2023-12-26,CUST-1843,Sam,customer346@example.com,+91-9795773297,"255 Street, City-20, State-3",2023-12-30,Cancelled,Flipkart,TRUE,9
FLI-888267,PID-9779,Watch,Accessories,6,368.12,2023-12-27,CUST-1345,Alex,customer81@example.com,+91-7175130473,"344 Street, City-93, State-10",2023-12-31,Delivered,Flipkart,FALSE,22
FLI-413004,PID-7579,Phone,Accessories,1,550.61,2023-12-28,CUST-3503,Alex,customer668@example.com,+91-7438571714,"299 Street, City-50, State-17",2024-01-01,Delivered,Flipkart,TRUE,20
FLI-489401,PID-8462,Watch,Books,6,636.81,2023-12-29,CUST-4269,Chris,customer97@example.com,+91-9252832472,"237 Street, City-4, State-10",2024-01-02,Cancelled,Flipkart,FALSE,14
FLI-153901,PID-6100,Headphones,Accessories,9,771.91,2023-12-30,CUST-1311,Chris,customer643@example.com,+91-8324290543,"495 Street, City-95, State-7",2024-01-03,Cancelled,Flipkart,TRUE,8
FLI-754979,PID-1324,Shoes,Books,4,393.85,2023-12-31,CUST-9838,Taylor,customer677@example.com,+91-9897532732,"344 Street, City-57, State-13",2024-01-04,Cancelled,Flipkart,FALSE,28
FLI-789089,PID-6036,Headphones,Fashion,1,228.34,2024-01-01,CUST-1781,Taylor,customer246@example.com,+91-8671385519,"428 Street, City-89, State-29",2024-01-05,Cancelled,Flipkart,TRUE,27
FLI-964654,PID-6428,Shoes,Fashion,10,617.5,2024-01-02,CUST-9904,Taylor,customer250@example.com,+91-7511042899,"25 Street, City-69, State-4",2024-01-06,Cancelled,Flipkart,FALSE,18
FLI-706875,PID-9766,Book,Electronics,10,591.74,2024-01-03,CUST-3630,Alex,customer467@example.com,+91-7088488519,"56 Street, City-1, State-13",2024-01-07,Delivered,Flipkart,FALSE,27
FLI-765094,PID-1260,Book,Accessories,3,675.42,2024-01-04,CUST-6227,Chris,customer938@example.com,+91-9353591191,"382 Street, City-55, State-14",2024-01-08,Cancelled,Flipkart,TRUE,17
FLI-859302,PID-3794,Book,Accessories,5,888.4,2024-01-05,CUST-8248,Chris,customer318@example.com,+91-9062681521,"461 Street, City-55, State-22",2024-01-09,Delivered,Flipkart,FALSE,20
FLI-564207,PID-2565,Headphones,Accessories,9,583.29,2024-01-06,CUST-1391,Sam,customer386@example.com,+91-8551226955,"170 Street, City-64, State-20",2024-01-10,In Transit,Flipkart,TRUE,20
FLI-102078,PID-6064,Phone,Books,2,328.69,2024-01-07,CUST-7995,Chris,customer165@example.com,+91-7033457637,"44 Street, City-62, State-22",2024-01-11,In Transit,Flipkart,TRUE,18
FLI-444742,PID-4685,Phone,Books,6,115.08,2024-01-08,CUST-4234,Chris,customer79@example.com,+91-9163001474,"161 Street, City-47, State-11",2024-01-12,Delivered,Flipkart,TRUE,25
FLI-804063,PID-7720,Shoes,Electronics,10,184.98,2024-01-09,CUST-9892,Taylor,customer777@example.com,+91-8312503697,"285 Street, City-81, State-6",2024-01-13,In Transit,Flipkart,FALSE,28
FLI-525111,PID-8446,Laptop,Electronics,3,677.24,2024-01-10,CUST-4180,Chris,customer598@example.com,+91-7721914199,"255 Street, City-85, State-20",2024-01-14,Delivered,Flipkart,TRUE,11
FLI-683389,PID-2851,Laptop,Electronics,1,234.28,2024-01-11,CUST-7798,Sam,customer252@example.com,+91-7464690140,"232 Street, City-11, State-19",2024-01-15,In Transit,Flipkart,FALSE,25
FLI-401106,PID-9675,Watch,Electronics,1,258.26,2024-01-12,CUST-1620,Jane,customer581@example.com,+91-7258552029,"15 Street, City-2, State-7",2024-01-16,In Transit,Flipkart,TRUE,7
FLI-328067,PID-8146,Shoes,Accessories,7,786.14,2024-01-13,CUST-4213,Sam,customer545@example.com,+91-8368314189,"166 Street, City-26, State-25",2024-01-17,Delivered,Flipkart,FALSE,8
FLI-993147,PID-8102,Watch,Books,9,746.78,2024-01-14,CUST-6498,Chris,customer992@example.com,+91-9258625409,"209 Street, City-54, State-26",2024-01-18,In Transit,Flipkart,FALSE,20
FLI-605959,PID-5922,Watch,Accessories,8,572.25,2024-01-15,CUST-4662,John,customer831@example.com,+91-8813598833,"119 Street, City-87, State-30",2024-01-19,Cancelled,Flipkart,FALSE,24
FLI-437958,PID-3587,Watch,Books,3,698.21,2024-01-16,CUST-8159,John,customer22@example.com,+91-8017480485,"77 Street, City-89, State-19",2024-01-20,In Transit,Flipkart,TRUE,15
FLI-433983,PID-6616,Laptop,Fashion,3,730.37,2024-01-17,CUST-1787,Alex,customer33@example.com,+91-7130209375,"87 Street, City-94, State-11",2024-01-21,Delivered,Flipkart,TRUE,29
FLI-202768,PID-8686,Book,Electronics,6,573.32,2024-01-18,CUST-7105,Chris,customer149@example.com,+91-9717009852,"284 Street, City-67, State-18",2024-01-22,In Transit,Flipkart,TRUE,30
FLI-998569,PID-8382,Watch,Books,8,232.36,2024-01-19,CUST-3184,Chris,customer218@example.com,+91-7404995444,"470 Street, City-56, State-24",2024-01-23,Cancelled,Flipkart,TRUE,26
FLI-876132,PID-7258,Headphones,Electronics,6,618.09,2024-01-20,CUST-6362,Jane,customer340@example.com,+91-8887850372,"218 Street, City-13, State-22",2024-01-24,Delivered,Flipkart,FALSE,8
FLI-416675,PID-8682,Shoes,Books,7,558.93,2024-01-21,CUST-2742,Chris,customer76@example.com,+91-7732825487,"210 Street, City-35, State-23",2024-01-25,Delivered,Flipkart,FALSE,14
FLI-971558,PID-5149,Laptop,Fashion,1,796.74,2024-01-22,CUST-3463,Taylor,customer752@example.com,+91-7746673441,"48 Street, City-31, State-11",2024-01-26,Delivered,Flipkart,TRUE,25
FLI-507450,PID-9614,Phone,Fashion,3,560.86,2024-01-23,CUST-8537,John,customer956@example.com,+91-8996748490,"340 Street, City-20, State-2",2024-01-27,In Transit,Flipkart,FALSE,7
FLI-730777,PID-9403,Book,Accessories,7,783.89,2024-01-24,CUST-6133,Taylor,customer167@example.com,+91-9468898842,"151 Street, City-83, State-3",2024-01-28,Cancelled,Flipkart,TRUE,14
FLI-248591,PID-1951,Headphones,Books,5,708.03,2024-01-25,CUST-5621,Taylor,customer998@example.com,+91-7384604303,"80 Street, City-66, State-1",2024-01-29,Cancelled,Flipkart,FALSE,15
FLI-223095,PID-9138,Phone,Fashion,9,632.45,2024-01-26,CUST-7149,Jane,customer820@example.com,+91-9123297736,"12 Street, City-21, State-3",2024-01-30,Cancelled,Flipkart,TRUE,14
FLI-796442,PID-4713,Phone,Accessories,2,606.85,2024-01-27,CUST-3180,Jane,customer447@example.com,+91-8354388986,"127 Street, City-69, State-25",2024-01-31,Cancelled,Flipkart,FALSE,29
FLI-255903,PID-6522,Watch,Electronics,7,470.38,2024-01-28,CUST-7660,Alex,customer33@example.com,+91-8131585090,"226 Street, City-24, State-30",2024-02-01,In Transit,Flipkart,FALSE,11
FLI-493193,PID-5249,Watch,Books,3,854.39,2024-01-29,CUST-9656,Sam,customer435@example.com,+91-7333640849,"212 Street, City-78, State-19",2024-02-02,Delivered,Flipkart,FALSE,14
FLI-814662,PID-5247,Watch,Books,10,586.43,2024-01-30,CUST-8755,Sam,customer789@example.com,+91-9892667129,"389 Street, City-30, State-14",2024-02-03,Delivered,Flipkart,FALSE,18
FLI-758307,PID-4829,Watch,Electronics,9,957.09,2024-01-31,CUST-1339,John,customer402@example.com,+91-9615848121,"484 Street, City-44, State-15",2024-02-04,In Transit,Flipkart,FALSE,10
FLI-227943,PID-8565,Shoes,Books,2,504.76,2024-02-01,CUST-2818,Jane,customer95@example.com,+91-7329436216,"248 Street, City-45, State-5",2024-02-05,Cancelled,Flipkart,FALSE,13
FLI-803697,PID-1868,Laptop,Books,8,553.38,2024-02-02,CUST-7787,Alex,customer348@example.com,+91-9622387294,"327 Street, City-79, State-14",2024-02-06,Delivered,Flipkart,TRUE,17
FLI-409668,PID-8651,Watch,Electronics,5,567.19,2024-02-03,CUST-6470,John,customer888@example.com,+91-8078826928,"497 Street, City-35, State-27",2024-02-07,In Transit,Flipkart,FALSE,11
FLI-216367,PID-5233,Laptop,Fashion,6,431.74,2024-02-04,CUST-4569,Chris,customer281@example.com,+91-9790424422,"405 Street, City-50, State-8",2024-02-08,Delivered,Flipkart,TRUE,24
FLI-641920,PID-2258,Shoes,Fashion,7,741.13,2024-02-05,CUST-3501,Chris,customer686@example.com,+91-8256492838,"473 Street, City-78, State-17",2024-02-09,In Transit,Flipkart,FALSE,12
FLI-834585,PID-5856,Laptop,Books,6,824.24,2024-02-06,CUST-2085,Taylor,customer654@example.com,+91-7783058259,"364 Street, City-59, State-28",2024-02-10,Cancelled,Flipkart,FALSE,12
FLI-938895,PID-8324,Laptop,Electronics,3,949.82,2024-02-07,CUST-1829,John,customer995@example.com,+91-7990423356,"468 Street, City-5, State-14",2024-02-11,Delivered,Flipkart,TRUE,12
FLI-624454,PID-2471,Book,Electronics,8,987.11,2024-02-08,CUST-6921,John,customer407@example.com,+91-9370745311,"314 Street, City-30, State-23",2024-02-12,In Transit,Flipkart,TRUE,12
FLI-429323,PID-5705,Headphones,Books,4,238.22,2024-02-09,CUST-1928,Sam,customer325@example.com,+91-9278970960,"356 Street, City-91, State-30",2024-02-13,Delivered,Flipkart,TRUE,13
FLI-956054,PID-9105,Phone,Electronics,4,886.68,2024-02-10,CUST-7098,Sam,customer659@example.com,+91-7415719030,"84 Street, City-18, State-27",2024-02-14,Delivered,Flipkart,TRUE,16
FLI-690358,PID-8377,Headphones,Fashion,10,912.8,2024-02-11,CUST-5547,Sam,customer419@example.com,+91-9874679909,"14 Street, City-57, State-7",2024-02-15,Delivered,Flipkart,TRUE,11
FLI-290749,PID-4268,Shoes,Accessories,3,233.16,2024-02-12,CUST-1437,Alex,customer157@example.com,+91-9847450673,"68 Street, City-54, State-18",2024-02-16,Cancelled,Flipkart,FALSE,30
FLI-402355,PID-1971,Book,Books,1,485.56,2024-02-13,CUST-6278,Sam,customer466@example.com,+91-9515792451,"358 Street, City-71, State-28",2024-02-17,In Transit,Flipkart,TRUE,9
FLI-903984,PID-3836,Phone,Electronics,2,470.55,2024-02-14,CUST-2607,John,customer320@example.com,+91-8816796326,"171 Street, City-32, State-26",2024-02-18,In Transit,Flipkart,FALSE,17
FLI-369342,PID-7994,Shoes,Accessories,1,513.02,2024-02-15,CUST-4812,Alex,customer622@example.com,+91-7768206705,"117 Street, City-51, State-25",2024-02-19,Cancelled,Flipkart,TRUE,28
FLI-613133,PID-3141,Laptop,Electronics,5,647.24,2024-02-16,CUST-5013,John,customer460@example.com,+91-7922593437,"182 Street, City-34, State-16",2024-02-20,Cancelled,Flipkart,FALSE,12
